text,intent
nox ajusta el termostato a veinticuatro grados por favor,thermostat_set_temp
nox ajusta el termostato a veinticuatro grados rapidamente,thermostat_set_temp
nox ajusta el termostato a veinticuatro grados sin demoras,thermostat_set_temp
por favor ajusta el termostato a veinticuatro grados,thermostat_set_temp
por favor ajusta el termostato a veinticuatro grados ahora,thermostat_set_temp
nox sube la temperatura del termostato,thermostat_temp_up
nox sube la temperatura del termostato ahora,thermostat_temp_up
nox sube la temperatura del termostato en este momento,thermostat_temp_up
nox sube la temperatura del termostato por favor,thermostat_temp_up
nox sube la temperatura del termostato rapidamente,thermostat_temp_up
nox sube la temperatura del termostato sin demoras,thermostat_temp_up
por favor sube la temperatura del termostato,thermostat_temp_up
por favor sube la temperatura del termostato ahora,thermostat_temp_up
sube la temperatura del termostato,thermostat_temp_up
sube la temperatura del termostato ahora,thermostat_temp_up
sube la temperatura del termostato en este momento,thermostat_temp_up
sube la temperatura del termostato por favor,thermostat_temp_up
sube la temperatura del termostato rapidamente,thermostat_temp_up
sube la temperatura del termostato sin demoras,thermostat_temp_up
baja la temperatura del termostato,thermostat_temp_down
baja la temperatura del termostato ahora,thermostat_temp_down
baja la temperatura del termostato en este momento,thermostat_temp_down
baja la temperatura del termostato por favor,thermostat_temp_down
baja la temperatura del termostato rapidamente,thermostat_temp_down
baja la temperatura del termostato sin demoras,thermostat_temp_down
nox baja la temperatura del termostato,thermostat_temp_down
nox baja la temperatura del termostato ahora,thermostat_temp_down
nox baja la temperatura del termostato en este momento,thermostat_temp_down
nox baja la temperatura del termostato por favor,thermostat_temp_down
nox baja la temperatura del termostato rapidamente,thermostat_temp_down
nox baja la temperatura del termostato sin demoras,thermostat_temp_down
por favor baja la temperatura del termostato,thermostat_temp_down
por favor baja la temperatura del termostato ahora,thermostat_temp_down
bloquea la puerta principal,door_lock
bloquea la puerta principal ahora,door_lock
bloquea la puerta principal en este momento,door_lock
bloquea la puerta principal por favor,door_lock
bloquea la puerta principal rapidamente,door_lock
bloquea la puerta principal sin demoras,door_lock
nox bloquea la puerta principal,door_lock
nox bloquea la puerta principal ahora,door_lock
nox bloquea la puerta principal en este momento,door_lock
nox bloquea la puerta principal por favor,door_lock
nox bloquea la puerta principal rapidamente,door_lock
nox bloquea la puerta principal sin demoras,door_lock
por favor bloquea la puerta principal,door_lock
por favor bloquea la puerta principal ahora,door_lock
desbloquea la puerta principal,door_unlock
desbloquea la puerta principal ahora,door_unlock
desbloquea la puerta principal en este momento,door_unlock
desbloquea la puerta principal por favor,door_unlock
desbloquea la puerta principal rapidamente,door_unlock
desbloquea la puerta principal sin demoras,door_unlock
nox desbloquea la puerta principal,door_unlock
nox desbloquea la puerta principal ahora,door_unlock
nox desbloquea la puerta principal en este momento,door_unlock
nox desbloquea la puerta principal por favor,door_unlock
nox desbloquea la puerta principal rapidamente,door_unlock
nox desbloquea la puerta principal sin demoras,door_unlock
por favor desbloquea la puerta principal,door_unlock
por favor desbloquea la puerta principal ahora,door_unlock
muestra la camara de la puerta principal,camera_view_frontdoor
muestra la camara de la puerta principal ahora,camera_view_frontdoor
muestra la camara de la puerta principal en este momento,camera_view_frontdoor
muestra la camara de la puerta principal por favor,camera_view_frontdoor
muestra la camara de la puerta principal rapidamente,camera_view_frontdoor
muestra la camara de la puerta principal sin demoras,camera_view_frontdoor
nox muestra la camara de la puerta principal,camera_view_frontdoor
nox muestra la camara de la puerta principal ahora,camera_view_frontdoor
nox muestra la camara de la puerta principal en este momento,camera_view_frontdoor
nox muestra la camara de la puerta principal por favor,camera_view_frontdoor
nox muestra la camara de la puerta principal rapidamente,camera_view_frontdoor
nox muestra la camara de la puerta principal sin demoras,camera_view_frontdoor
por favor muestra la camara de la puerta principal,camera_view_frontdoor
por favor muestra la camara de la puerta principal ahora,camera_view_frontdoor
encende la compu,turn_on_pc
mutear microfono,mute_microphone
reiniciar computadora,pc_restart
reiniciar docker,restart_docker
